Prefix,Input_text,Target_text
webNLG,Lockie Ferguson|Rayudu|OUT,"Lockie Ferguson to Rayudu, out Rayudu Run Out!! Excellent cricket"
webNLG,McClenaghan|Rayudu|FOUR,"McClenaghan to Rayudu, FOUR, cracking shot! First boundary of the"
webNLG,Mustafizur|Watson|FOUR,"Mustafizur to Watson, FOUR, in the air, over the 30-yard"
webNLG,Markande|Kedar Jadhav|SIX,"Markande to Kedar Jadhav, SIX, has he got enough on"
webNLG,Mustafizur|Jadeja|FOUR,"Mustafizur to Jadeja, FOUR, half-volley from Mustafizur, duly hammered back"
webNLG,Mustafizur|Jadeja|OUT,"Mustafizur to Jadeja, out Caught by Suryakumar Yadav!! Mustafizur is"
webNLG,Markande|Dwayne Bravo|SIX,"Markande to Dwayne Bravo, SIX, good start this from Bravo."
webNLG,Markande|Chahar|OUT,"Markande to Chahar, out Stumped!! Oh dear. It's easy to"
webNLG,Mustafizur|Dwayne Bravo|FOUR,"Mustafizur to Dwayne Bravo, FOUR, stuck in the crease while"
webNLG,Mustafizur|Harbhajan|FOUR,"Mustafizur to Harbhajan, FOUR, McClenaghan has let this sneak right"
webNLG,McClenaghan|Dwayne Bravo|FOUR,"McClenaghan to Dwayne Bravo, FOUR, Bravo keeps fighting. He charges"
webNLG,McClenaghan|Harbhajan|OUT,"McClenaghan to Harbhajan, out Caught by Bumrah!! Strange shot from"
webNLG,Bumrah|Dwayne Bravo|SIX,"Bumrah to Dwayne Bravo, SIX, stunning shot over extra-cover from"
webNLG,Hardik Pandya|Mark Wood|OUT,"Hardik Pandya to Mark Wood, out Caught by Mustafizur!! Oh"
webNLG,McClenaghan|Dwayne Bravo|SIX,"McClenaghan to Dwayne Bravo, SIX, full ball on middle, Bravo"
webNLG,McClenaghan|Dwayne Bravo|SIX,"McClenaghan to Dwayne Bravo, SIX, back-to-back sixes! Sublime wrists from"
webNLG,McClenaghan|Dwayne Bravo|FOUR,"McClenaghan to Dwayne Bravo, FOUR, bangs it in short seeing"
webNLG,Bumrah|Dwayne Bravo|SIX,"Bumrah to Dwayne Bravo, SIX, this is awesome. This is"
webNLG,Bumrah|Dwayne Bravo|SIX,"Bumrah to Dwayne Bravo, SIX, Hardik Pandya slaps the seat"
webNLG,Bumrah|Dwayne Bravo|SIX,"Bumrah to Dwayne Bravo, SIX, Wankhede is coming unglued here."
webNLG,Bumrah|Dwayne Bravo|OUT,"Bumrah to Dwayne Bravo, out Caught by Rohit!! A 20-run"
webNLG,Mustafizur|Kedar Jadhav|SIX,"Mustafizur to Kedar Jadhav, SIX, he's scooped this for six,"
webNLG,Mustafizur|Kedar Jadhav|FOUR,"Mustafizur to Kedar Jadhav, FOUR, he has done it! Make"
webNLG,Mustafizur|Rayudu|FOUR,"Mustafizur to Rayudu, FOUR, nine off the over! Fuller length"
webNLG,Hardik Pandya|Watson|SIX,"Hardik Pandya to Watson, SIX, glorious shot! And that's gone"
webNLG,Hardik Pandya|Watson|OUT,"Hardik Pandya to Watson, out Caught by Lewis!! Watson holes"
webNLG,Hardik Pandya|Rayudu|FOUR,"Hardik Pandya to Rayudu, FOUR, a wicket and 12 runs"
webNLG,McClenaghan|Rayudu|FOUR,"McClenaghan to Rayudu, FOUR, nice batting! Moved slightly towards leg-side"
webNLG,Hardik Pandya|Rayudu|ONE,"Hardik Pandya to Rayudu, 1 run, direct hit would have"
webNLG,Hardik Pandya|Raina|OUT,"Hardik Pandya to Raina, out Caught by Krunal Pandya!! The"
webNLG,Markande|Rayudu|OUT,"Markande to Rayudu, out Lbw!! Two dots and Rayudu is"
webNLG,Markande|Dhoni|OUT,"Markande to Dhoni, out Lbw!! Dhoni doesn't spot the googly"
webNLG,Chahar|Rohit|FOUR,"Chahar to Rohit, FOUR, first boundary of IPL 2018, first"
webNLG,Tahir|Ishan Kishan|FOUR,"Tahir to Ishan Kishan, FOUR, not an ideal start for"
webNLG,Tahir|Ishan Kishan|SIX,"Tahir to Ishan Kishan, SIX, clears his front leg and"
webNLG,Tahir|Ishan Kishan|FOUR,"Tahir to Ishan Kishan, FOUR, boom! Tahir is spraying it"
webNLG,Dwayne Bravo|Suryakumar Yadav|FOUR,"Dwayne Bravo to Suryakumar Yadav, FOUR, they are going for"
webNLG,Dwayne Bravo|Suryakumar Yadav|FOUR,"Dwayne Bravo to Suryakumar Yadav, FOUR, through Jaddu's fingers at"
webNLG,Dwayne Bravo|Suryakumar Yadav|FOUR,"Dwayne Bravo to Suryakumar Yadav, FOUR, showing his range now"
webNLG,Watson|Suryakumar Yadav|OUT,"Watson to Suryakumar Yadav, out Caught by Harbhajan!! Second wicket"
webNLG,Mark Wood|Hardik Pandya|FOUR,"Mark Wood to Hardik Pandya, FOUR, easily done. Short ball"
webNLG,Mark Wood|Hardik Pandya|FOUR,"Mark Wood to Hardik Pandya, FOUR, can't stop Hardik Pandya,"
webNLG,Tahir|Ishan Kishan|OUT,"Tahir to Ishan Kishan, out Caught by Mark Wood!! Aimless"
webNLG,Tahir|Krunal Pandya|FOUR,"Tahir to Krunal Pandya, FOUR, the big brother is taking"
webNLG,Mark Wood|Krunal Pandya|SIX,"Mark Wood to Krunal Pandya, SIX, Krunal Pandya second guessed"
webNLG,Mark Wood|Krunal Pandya|FOUR,"Mark Wood to Krunal Pandya, FOUR, pace can be your"
webNLG,Mark Wood|Krunal Pandya|FOUR,"Mark Wood to Krunal Pandya, FOUR, what do you do"
webNLG,Mark Wood|Krunal Pandya|FOUR,"Mark Wood to Krunal Pandya, FOUR, pitched up outside off,"
webNLG,Mark Wood|Krunal Pandya|FOUR,"Mark Wood to Krunal Pandya, FOUR, an action replay of"
webNLG,Mark Wood|Krunal Pandya|SIX,"Mark Wood to Krunal Pandya, SIX, a poor outing for"
webNLG,Dwayne Bravo|Hardik Pandya|TWO,"Dwayne Bravo to Hardik Pandya, 2 runs, off-pace, on a"
webNLG,Chahar|Lewis|OUT,"Chahar to Lewis, out Lbw!! A duck on his IPL"
webNLG,Watson|Rohit|SIX,"Watson to Rohit, SIX, lovely, this should give plenty of"
webNLG,Watson|Rohit|OUT,"Watson to Rohit, out Caught by Rayudu!! This was coming,"
webNLG,Chahar|Suryakumar Yadav|FOUR,"Chahar to Suryakumar Yadav, FOUR, cracking shot, the shot of"
webNLG,Watson|Suryakumar Yadav|FOUR,"Watson to Suryakumar Yadav, FOUR, lovely, Suryakumar is looking attractive,"
webNLG,Watson|Suryakumar Yadav|SIX,"Watson to Suryakumar Yadav, SIX, beautifully played, too full and"
webNLG,Jadeja|Ishan Kishan|FOUR,"Jadeja to Ishan Kishan, FOUR, nicely played by Kishan, fraction"
webNLG,Jadeja|Ishan Kishan|FOUR,"Jadeja to Ishan Kishan, FOUR, nicely played by Kishan, this"
webNLG,Harbhajan|Suryakumar Yadav|FOUR,"Harbhajan to Suryakumar Yadav, FOUR, cracking shot, too short and"
webNLG,Mohit Sharma|Vijay Shankar|OUT,"Mohit Sharma to Vijay Shankar, out Caught by Axar!! In"
webNLG,Mohit Sharma|Pant|FOUR,"Mohit Sharma to Pant, FOUR, crunched away! Too full from"
webNLG,Ashwin|Gambhir|ONE,"Ashwin to Gambhir, 1 run, very full and outside off,"
webNLG,Andrew Tye|Pant|FOUR,"Andrew Tye to Pant, FOUR, not entirely in control but"
webNLG,Andrew Tye|Pant|SIX,"Andrew Tye to Pant, SIX, oh ho ho! Middles this"
webNLG,Andrew Tye|Pant|FOUR,"Andrew Tye to Pant, FOUR, Pant has switched onto top"
webNLG,Mujeeb|Pant|FOUR,"Mujeeb to Pant, FOUR, such strong bottom hand! Wow! This"
webNLG,Mujeeb|Pant|OUT,"Mujeeb to Pant, out Caught by Andrew Tye!! Mujeeb has"
webNLG,Mujeeb|Rahul Tewatia|FOUR,"Mujeeb to Rahul Tewatia, FOUR, what a shot to start!"
webNLG,Andrew Tye|Rahul Tewatia|OUT,"Andrew Tye to Rahul Tewatia, out Gambhir Run Out!! Brilliance"
webNLG,Ashwin|Rahul Tewatia|OUT,"Ashwin to Rahul Tewatia, out Lbw!! Another reverse sweep dismissal!"
webNLG,Mohit Sharma|Chris Morris|SIX,"Mohit Sharma to Chris Morris, SIX, H-U-G-E! When this man"
webNLG,Andrew Tye|Christian|SIX,"Andrew Tye to Christian, SIX, smacked away! Takes full toll"
webNLG,Mohit Sharma|Chris Morris|FOUR,"Mohit Sharma to Chris Morris, FOUR, just wide of Tye's"
webNLG,Mujeeb|Munro|OUT,"Mujeeb to Munro, out Lbw!! There's that early wicket that"
webNLG,Mohit Sharma|Christian|OUT,"Mohit Sharma to Christian, out Bowled!! Kaboom! Who says the"
webNLG,Axar|Gambhir|FOUR,"Axar to Gambhir, FOUR, quintessentially Gambhir. Axar was from round"
webNLG,Axar|Gambhir|FOUR,"Axar to Gambhir, FOUR, now a one-kneed stylish slog-whip over"
webNLG,Axar|Gambhir|SIX,"Axar to Gambhir, SIX, wow. Just wow. This is sheer"
webNLG,Mujeeb|Gambhir|FOUR,"Mujeeb to Gambhir, FOUR, lovely shot again. Makes room as"
webNLG,Mujeeb|Shreyas Iyer|NO RUN,"Mujeeb to Shreyas Iyer, no run, a review for LBW."
webNLG,Andrew Tye|Gambhir|FOUR,"Andrew Tye to Gambhir, FOUR, cracks away a pull shot."
webNLG,Axar|Shreyas Iyer|SIX,"Axar to Shreyas Iyer, SIX, that's a shot with wings."
webNLG,Axar|Shreyas Iyer|OUT,"Axar to Shreyas Iyer, out Caught by Rahul!! Gone. Hit"
webNLG,Axar|Gambhir|FOUR,"Axar to Gambhir, FOUR, top-edge through fine leg. A delivery"
webNLG,Mohit Sharma|Vijay Shankar|OUT,"Mohit Sharma to Vijay Shankar, out Caught by Axar!! In"
webNLG,Mohit Sharma|Pant|FOUR,"Mohit Sharma to Pant, FOUR, crunched away! Too full from"
webNLG,Ashwin|Gambhir|ONE,"Ashwin to Gambhir, 1 run, very full and outside off,"
webNLG,Andrew Tye|Pant|FOUR,"Andrew Tye to Pant, FOUR, not entirely in control but"
webNLG,Andrew Tye|Pant|SIX,"Andrew Tye to Pant, SIX, oh ho ho! Middles this"
webNLG,Andrew Tye|Pant|FOUR,"Andrew Tye to Pant, FOUR, Pant has switched onto top"
webNLG,Mujeeb|Pant|FOUR,"Mujeeb to Pant, FOUR, such strong bottom hand! Wow! This"
webNLG,Mujeeb|Pant|OUT,"Mujeeb to Pant, out Caught by Andrew Tye!! Mujeeb has"
webNLG,Mujeeb|Rahul Tewatia|FOUR,"Mujeeb to Rahul Tewatia, FOUR, what a shot to start!"
webNLG,Andrew Tye|Rahul Tewatia|OUT,"Andrew Tye to Rahul Tewatia, out Gambhir Run Out!! Brilliance"
webNLG,Ashwin|Rahul Tewatia|OUT,"Ashwin to Rahul Tewatia, out Lbw!! Another reverse sweep dismissal!"
webNLG,Mohit Sharma|Chris Morris|SIX,"Mohit Sharma to Chris Morris, SIX, H-U-G-E! When this man"
webNLG,Andrew Tye|Christian|SIX,"Andrew Tye to Christian, SIX, smacked away! Takes full toll"
webNLG,Mohit Sharma|Chris Morris|FOUR,"Mohit Sharma to Chris Morris, FOUR, just wide of Tye's"
webNLG,Mujeeb|Munro|OUT,"Mujeeb to Munro, out Lbw!! There's that early wicket that"
webNLG,Mohit Sharma|Christian|OUT,"Mohit Sharma to Christian, out Bowled!! Kaboom! Who says the"
webNLG,Axar|Gambhir|FOUR,"Axar to Gambhir, FOUR, quintessentially Gambhir. Axar was from round"
webNLG,Axar|Gambhir|FOUR,"Axar to Gambhir, FOUR, now a one-kneed stylish slog-whip over"
webNLG,Axar|Gambhir|SIX,"Axar to Gambhir, SIX, wow. Just wow. This is sheer"
webNLG,Mujeeb|Gambhir|FOUR,"Mujeeb to Gambhir, FOUR, lovely shot again. Makes room as"
webNLG,Mujeeb|Shreyas Iyer|NO RUN,"Mujeeb to Shreyas Iyer, no run, a review for LBW."
webNLG,Andrew Tye|Gambhir|FOUR,"Andrew Tye to Gambhir, FOUR, cracks away a pull shot."
webNLG,Axar|Shreyas Iyer|SIX,"Axar to Shreyas Iyer, SIX, that's a shot with wings."
webNLG,Axar|Shreyas Iyer|OUT,"Axar to Shreyas Iyer, out Caught by Rahul!! Gone. Hit"
webNLG,Axar|Gambhir|FOUR,"Axar to Gambhir, FOUR, top-edge through fine leg. A delivery"
webNLG,Chahal|Narine|FOUR,"Chahal to Narine, FOUR, here he is! Not wasting any"
webNLG,Chahal|Narine|SIX,"Chahal to Narine, SIX, a maximum! Even better than the"
webNLG,Woakes|Chris Lynn|FOUR,"Woakes to Chris Lynn, FOUR, first boundary for Lynn. Lucky"
webNLG,Woakes|Chris Lynn|OUT,"Woakes to Chris Lynn, out Caught by de Villiers!! This"
webNLG,Washington Sundar|Karthik|FOUR,"Washington Sundar to Karthik, FOUR, you don't bowl full tosses"
webNLG,Chahal|Karthik|FOUR,"Chahal to Karthik, FOUR, 'please hit-me,' will you? Short and"
webNLG,Chahal|Karthik|FOUR,"Chahal to Karthik, FOUR, overcorrects and floats one up under"
webNLG,Washington Sundar|Nitish Rana|SIX,"Washington Sundar to Nitish Rana, SIX, Nitish Rana, gee he"
webNLG,Washington Sundar|Nitish Rana|OUT,"Washington Sundar to Nitish Rana, out Lbw!! Nitish Rana has"
webNLG,Woakes|Rinku Singh|FOUR,"Woakes to Rinku Singh, FOUR, pressure? What's the spelling of"
webNLG,Woakes|Rinku Singh|OUT,"Woakes to Rinku Singh, out Caught by de Kock!! RCB"
webNLG,U Yadav|A Russell|FOUR,"U Yadav to A Russell, FOUR, length ball in the"
webNLG,U Yadav|A Russell|FOUR,"U Yadav to A Russell, FOUR, goes full and goes"
webNLG,U Yadav|A Russell|SIX,"U Yadav to A Russell, SIX, conceded 12 runs in"
webNLG,Woakes|A Russell|OUT,"Woakes to A Russell, out Caught by de Villiers!! Terrific"
webNLG,Woakes|Karthik|FOUR,"Woakes to Karthik, FOUR, errs in line this time, short"
webNLG,Kulwant Khejroliya|Vinay Kumar|ONE,"Kulwant Khejroliya to Vinay Kumar, 1 run, dropped! Washington Sundar"
webNLG,Kulwant Khejroliya|Vinay Kumar|FOUR,"Kulwant Khejroliya to Vinay Kumar, FOUR, clears his front leg"
webNLG,Washington Sundar|Uthappa|SIX,"Washington Sundar to Uthappa, SIX, excellent shot to end the"
webNLG,Woakes|Narine|SIX,"Woakes to Narine, SIX, raining sixes already, we are already"
webNLG,Woakes|Narine|FOUR,"Woakes to Narine, FOUR, no stopping him, it seems. Short"
webNLG,Woakes|Narine|FOUR,"Woakes to Narine, FOUR, beats the chasing RCB skipper this"
webNLG,Woakes|Narine|SIX,"Woakes to Narine, SIX, 20 runs off the over! This"
webNLG,Washington Sundar|Narine|FOUR,"Washington Sundar to Narine, FOUR, he's taking down RCB single"
webNLG,Washington Sundar|Narine|SIX,"Washington Sundar to Narine, SIX, toying with the bowler, toying"
webNLG,Washington Sundar|Narine|SIX,"Washington Sundar to Narine, SIX, that's caught, but the fielder"
webNLG,Washington Sundar|Narine|ONE,"Washington Sundar to Narine, 1 run, 50 off 17 balls!"
webNLG,U Yadav|Narine|OUT,"U Yadav to Narine, out Bowled!! Umesh Yadav strikes. It's"
webNLG,Kulwant Khejroliya|Nitish Rana|SIX,"Kulwant Khejroliya to Nitish Rana, SIX, crack made the sound,"
webNLG,Kulwant Khejroliya|Nitish Rana|FOUR,"Kulwant Khejroliya to Nitish Rana, FOUR, full and wide outside"
webNLG,U Yadav|Uthappa|OUT,"U Yadav to Uthappa, out Caught by Brendon McCullum!! Umesh"
webNLG,U Yadav|Nitish Rana|FOUR,"U Yadav to Nitish Rana, FOUR, that was timed to"
webNLG,Vinay Kumar|Brendon McCullum|FOUR,"Vinay Kumar to Brendon McCullum, FOUR, that's not the start"
webNLG,Vinay Kumar|Brendon McCullum|SIX,"Vinay Kumar to Brendon McCullum, SIX, top edgeeee, but fine"
webNLG,Vinay Kumar|Brendon McCullum|FOUR,"Vinay Kumar to Brendon McCullum, FOUR, turns out to be"
webNLG,Chawla|de Kock|FOUR,"Chawla to de Kock, FOUR, that's a friendly flighted delivery"
webNLG,Chawla|de Kock|OUT,"Chawla to de Kock, out Caught by Vinay Kumar!! That's"
webNLG,Kuldeep Yadav|de Villiers|SIX,"Kuldeep Yadav to de Villiers, SIX, dances down the pitch"
webNLG,Narine|de Villiers|SIX,"Narine to de Villiers, SIX, this is what he does"
webNLG,Narine|Kohli|FOUR,"Narine to Kohli, FOUR, he's so good with those cover-drives."
webNLG,Johnson|de Villiers|NO RUN,"Johnson to de Villiers, no run, appeal for caught behind"
webNLG,Johnson|de Villiers|FOUR,"Johnson to de Villiers, FOUR, dismissed to the boundary by"
webNLG,Johnson|de Villiers|SIX,"Johnson to de Villiers, SIX, launcheddddd! AB in this form..."
webNLG,Chawla|Kohli|SIX,"Chawla to Kohli, SIX, those wrists have carried this all"
webNLG,Nitish Rana|de Villiers|SIX,"Nitish Rana to de Villiers, SIX, oh don't do that."
webNLG,Nitish Rana|de Villiers|OUT,"Nitish Rana to de Villiers, out Caught by Johnson!! What"
webNLG,Nitish Rana|Kohli|OUT,"Nitish Rana to Kohli, out Bowled!! The part-timer gets AB"
webNLG,Nitish Rana|Mandeep|FOUR,"Nitish Rana to Mandeep, FOUR, shuffles across, bends on one"
webNLG,Narine|Mandeep|FOUR,"Narine to Mandeep, FOUR, poor from Narine. Drops it very"
webNLG,Narine|Mandeep|ONE,"Narine to Mandeep, 1 run, fires this carrom ball on"
webNLG,Narine|Mandeep|FOUR,"Narine to Mandeep, FOUR, the two off-breaks he's bowled in"
webNLG,Johnson|Sarfaraz Khan|OUT,"Johnson to Sarfaraz Khan, out Caught by Rinku Singh!! Sarfaraz"
webNLG,Johnson|Woakes|FOUR,"Johnson to Woakes, FOUR, full ball outside off, Woakes flings"
webNLG,Vinay Kumar|Mandeep|SIX,"Vinay Kumar to Mandeep, SIX, full in the slot, Mandeep"
webNLG,Vinay Kumar|Mandeep|FOUR,"Vinay Kumar to Mandeep, FOUR, now a full toss on"
webNLG,Vinay Kumar|Mandeep|SIX,"Vinay Kumar to Mandeep, SIX, six more. 16 off the"
webNLG,Vinay Kumar|Mandeep|OUT,"Vinay Kumar to Mandeep, out Caught by Kuldeep Yadav!! Better"
webNLG,Vinay Kumar|Woakes|OUT,"Vinay Kumar to Woakes, out Caught by A Russell!! This"
webNLG,Chawla|Brendon McCullum|FOUR,"Chawla to Brendon McCullum, FOUR, this time he cuts well"
webNLG,Kuldeep Yadav|Brendon McCullum|FOUR,"Kuldeep Yadav to Brendon McCullum, FOUR, that's completely mistimed, yet"
webNLG,Chawla|Brendon McCullum|SIX,"Chawla to Brendon McCullum, SIX, advances and lofts the ball,"
webNLG,Johnson|Brendon McCullum|FOUR,"Johnson to Brendon McCullum, FOUR, oh he's bludgeoned this very"
webNLG,Johnson|Brendon McCullum|FOUR,"Johnson to Brendon McCullum, FOUR, the slower ball but it's"
webNLG,Narine|Brendon McCullum|OUT,"Narine to Brendon McCullum, out Bowled!! It's turned and gone"
webNLG,Kuldeep Yadav|de Villiers|SIX,"Kuldeep Yadav to de Villiers, SIX, that's not a bad"
webNLG,Bhuvneshwar|D Arcy Short|FOUR,"Bhuvneshwar to D Arcy Short, FOUR, half-volley on middle and"
webNLG,Bhuvneshwar|D Arcy Short|OUT,"Bhuvneshwar to D Arcy Short, out D Arcy Short Run"
webNLG,Rashid Khan|Tripathi|FOUR,"Rashid Khan to Tripathi, FOUR, lovely, Tripathi picked this one"
webNLG,Rashid Khan|Tripathi|FOUR,"Rashid Khan to Tripathi, FOUR, nicely played by Tripathi, fraction"
webNLG,S Kaul|Tripathi|ONE,"S Kaul to Tripathi, 1 run, appeal for LBW and"
webNLG,Shakib|Tripathi|OUT,"Shakib to Tripathi, out Caught by Manish Pandey!! That's a"
webNLG,Shakib|Samson|OUT,"Shakib to Samson, out Caught by Rashid Khan!! The wheels"
webNLG,S Kaul|Gowtham|OUT,"S Kaul to Gowtham, out Caught by Saha!! The Royals"
webNLG,Rashid Khan|Shreyas Gopal|FOUR,"Rashid Khan to Shreyas Gopal, FOUR, lovely shot, Gopal is"
webNLG,Bhuvneshwar|Shreyas Gopal|FOUR,"Bhuvneshwar to Shreyas Gopal, FOUR, crunched, lovely cricket from Gopal,"
webNLG,Rashid Khan|Buttler|OUT,"Rashid Khan to Buttler, out Bowled!! That's that for Buttler,"
webNLG,Bhuvneshwar|Shreyas Gopal|OUT,"Bhuvneshwar to Shreyas Gopal, out Caught by Y Pathan!! The"
webNLG,S Kaul|Unadkat|OUT,"S Kaul to Unadkat, out Unadkat Run Out!! 1 run"
webNLG,Bhuvneshwar|Samson|FOUR,"Bhuvneshwar to Samson, FOUR, a bit of outswing on a"
webNLG,Bhuvneshwar|Samson|FOUR,"Bhuvneshwar to Samson, FOUR, slower one, possibly knuckle, on a"
webNLG,Shakib|Rahane|FOUR,"Shakib to Rahane, FOUR, shortens his length as Rahane comes"
webNLG,Stanlake|Rahane|FOUR,"Stanlake to Rahane, FOUR, short, no width, Rahane arches back"
webNLG,Stanlake|Samson|FOUR,"Stanlake to Samson, FOUR, length delivery just outside off, straightening"
webNLG,Shakib|Samson|FOUR,"Shakib to Samson, FOUR, angled in, was that armer, towards"
webNLG,S Kaul|Rahane|OUT,"S Kaul to Rahane, out Caught by Rashid Khan!! Excellent"
webNLG,S Kaul|Samson|FOUR,"S Kaul to Samson, FOUR, short of length delivery in"
webNLG,Stanlake|Stokes|OUT,"Stanlake to Stokes, out Caught by Williamson!! Length ball outside"
webNLG,D Kulkarni|Dhawan|NO RUN,"D Kulkarni to Dhawan, no run, edged and dropped. ""One"
webNLG,Unadkat|Saha|FOUR,"Unadkat to Saha, FOUR, adding salt into the wounds for"
webNLG,Unadkat|Saha|OUT,"Unadkat to Saha, out Caught by Laughlin!! And Unadkat strikes."
webNLG,Unadkat|Dhawan|FOUR,"Unadkat to Dhawan, FOUR, edged and flies over first slip."
webNLG,Shreyas Gopal|Dhawan|OUT,"Shreyas Gopal to Dhawan, leg byes, 1 run, not sure"
webNLG,Shreyas Gopal|Williamson|FOUR,"Shreyas Gopal to Williamson, FOUR, kaboooooom! That's been smashed to"
webNLG,Laughlin|Dhawan|FOUR,"Laughlin to Dhawan, FOUR, what a sound off the blade!"
webNLG,D Arcy Short|Dhawan|FOUR,"D Arcy Short to Dhawan, FOUR, that's a freebie from"
webNLG,D Arcy Short|Dhawan|FOUR,"D Arcy Short to Dhawan, byes, FOUR, that's beaten everyone!"
webNLG,D Kulkarni|Dhawan|FOUR,"D Kulkarni to Dhawan, FOUR, crunchy blow to end the"
webNLG,D Kulkarni|Dhawan|FOUR,"D Kulkarni to Dhawan, FOUR, Kulkarni goes short and offers"
webNLG,D Kulkarni|Dhawan|SIX,"D Kulkarni to Dhawan, SIX, Dhawan has not been at"
webNLG,Unadkat|Williamson|FOUR,"Unadkat to Williamson, FOUR, Williamson finds the gap this time."
webNLG,Unadkat|Williamson|SIX,"Unadkat to Williamson, SIX, wow. Dispatched with authority. Supreme pull"
webNLG,Gowtham|Dhawan|FOUR,"Gowtham to Dhawan, FOUR, quality from Dhawan. No misjudging of"
webNLG,Gowtham|Dhawan|FOUR,"Gowtham to Dhawan, FOUR, back to back fours for Dhawan."
webNLG,Laughlin|Dhawan|FOUR,"Laughlin to Dhawan, FOUR, Dhawan is riding his luck. Banged"
webNLG,Laughlin|Williamson|FOUR,"Laughlin to Williamson, FOUR, 50-stand comes up between the duo."
webNLG,Shreyas Gopal|Dhawan|FOUR,"Shreyas Gopal to Dhawan, FOUR, horror start for Gopal. Drags"
webNLG,Stokes|Dhawan|FOUR,"Stokes to Dhawan, FOUR, no respect whatsoever for Stokes. Is"
webNLG,Stokes|Dhawan|FOUR,"Stokes to Dhawan, FOUR, consecutive fours for Dhawan. Stokes sprays"
webNLG,Stokes|Dhawan|FOUR,"Stokes to Dhawan, FOUR, cracker of a shot! Dhawan is"
webNLG,Stokes|Dhawan|FOUR,"Stokes to Dhawan, FOUR, oh boy, that's top quality stuff!"
webNLG,Vinay Kumar|Watson|FOUR,"Vinay Kumar to Watson, FOUR, not where he intended to"
webNLG,Vinay Kumar|Watson|SIX,"Vinay Kumar to Watson, SIX, this is a fine shot!"
webNLG,Vinay Kumar|Watson|FOUR,"Vinay Kumar to Watson, FOUR, fine end to the over!"
webNLG,Chawla|Watson|SIX,"Chawla to Watson, SIX, Watto is in the house fellas!"
webNLG,Kuldeep Yadav|Raina|ONE,"Kuldeep Yadav to Raina, 1 run, dropped! Tom Curran did"
webNLG,Kuldeep Yadav|Raina|SIX,"Kuldeep Yadav to Raina, SIX, that's what he was trying"
webNLG,Narine|Dhoni|NO RUN,"Narine to Dhoni, no run, Narine is a smart operator"
webNLG,Narine|Raina|OUT,"Narine to Raina, out Caught by Vinay Kumar!! The cramp"
